"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.399624619E1,7.268756628E-1,-9.850630760E-1,-1.121293545E0
5.400421127E1,7.348638177E-1,-8.738327026E-1,-1.010709286E0
5.401208481E1,7.225149870E-1,-8.138818741E-1,-1.038216114E0
5.402001938E1,7.827394605E-1,-7.428741455E-1,-1.404937744E0
5.402789291E1,8.591759205E-1,-6.212973595E-1,-1.630254269E0
5.403576645E1,8.889447451E-1,-4.500756264E-1,-1.655431271E0
5.404373154E1,7.727903128E-1,-1.732320786E-1,-1.459889412E0
5.405160507E1,6.389447451E-1,9.191894531E-2,-8.354687691E-1
5.405947861E1,6.117994785E-1,2.478184700E-1,5.617523193E-2
5.406735214E1,6.885033846E-1,4.039630890E-1,4.987220764E-1
5.407522568E1,5.773828626E-1,4.824905396E-1,6.272315979E-1
5.408319077E1,5.376664400E-1,5.478825569E-1,7.061786652E-1
5.409106430E1,5.654539466E-1,5.844459534E-1,5.973281860E-1
5.409899887E1,5.367201567E-1,5.864171982E-1,3.641710281E-1
5.410684189E1,4.689881802E-1,5.683789253E-1,2.049722672E-1
5.411477646E1,4.269606471E-1,5.301561356E-1,2.234411240E-1
5.412268051E1,3.674552441E-1,4.970245361E-1,5.213308334E-1
5.413055405E1,2.492101192E-1,4.955487251E-1,1.045965195E0
5.413848862E1,2.257983088E-1,4.866399765E-1,1.402761459E0
5.414636215E1,1.802837849E-1,3.945279121E-1,1.523502350E0
5.415423569E1,3.494070768E-1,3.668546677E-1,1.586877823E0
5.416220078E1,6.675431728E-1,2.724289894E-1,1.876021385E0
5.417007431E1,9.478645325E-1,1.065659523E-1,1.980962753E0
5.417800888E1,1.012507915E0,2.755737305E-2,1.772667885E0
5.418588242E1,1.039082050E0,5.778598785E-2,1.506164551E0
5.419375595E1,1.074143767E0,2.186284065E-1,1.214465141E0
5.420172104E1,9.016796350E-1,3.097681999E-1,8.659830093E-1
5.420962509E1,6.273913383E-1,5.135450363E-1,3.891944885E-1
5.421762070E1,3.426868320E-1,7.955307961E-1,2.579498291E-1
5.422549423E1,-9.942471981E-3,1.048212528E0,5.279588699E-1
5.423336777E1,-4.350118935E-1,1.259982109E0,1.093600273E0
5.424133286E1,-6.007875800E-1,1.388906002E0,1.864826202E0
5.424920639E1,-7.320342064E-1,9.778366089E-1,2.539296150E0
5.425714096E1,-1.098554730E-1,4.655694962E-1,3.230891228E0
5.426501450E1,7.917432189E-1,-3.145332336E-1,4.043287277E0
5.427288803E1,1.567094922E0,-1.086643219E0,4.763375282E0
5.428088364E1,2.101972580E0,-1.665995121E0,5.288215637E0
5.428875717E1,2.343472719E0,-2.194859505E0,5.454452515E0
5.429669174E1,2.249150276E0,-2.666810513E0,4.859582901E0
5.430459579E1,1.905265570E0,-3.048128366E0,3.690735817E0
5.431246933E1,1.540856600E0,-3.265474319E0,2.137394905E0
5.432037338E1,1.149500370E0,-3.436332703E0,5.512218475E-1
5.432827744E1,7.922425866E-1,-3.348734856E0,-6.383976936E-1
5.433627304E1,4.708496332E-1,-3.191535234E0,-1.533112049E0
5.434414658E1,4.043954611E-2,-3.144237280E0,-1.823189735E0
5.435208115E1,8.657467365E-2,-2.994674921E0,-1.852976322E0
5.436007675E1,3.044749498E-1,-2.705543280E0,-1.970555305E0
5.436795029E1,2.475645542E-1,-2.420919895E0,-1.600469589E0
5.437588486E1,1.254602671E-1,-2.073760748E0,-3.435139656E-1
5.438378891E1,-7.428652048E-2,-1.563161135E0,9.870223999E-1
5.439166244E1,-5.203862190E-1,-1.321921349E0,1.438076019E0
5.439962753E1,-7.980694771E-1,-1.047986984E0,1.495520592E0
5.440753158E1,-1.022849917E0,-9.161581993E-1,1.406732559E0
5.441552719E1,-1.062053800E0,-7.549381256E-1,1.205835342E0
5.442343124E1,-1.019860268E0,-6.570539474E-1,4.029979706E-1
5.443133530E1,-1.055920601E0,-6.605877876E-1,-8.517465591E-1
5.443926987E1,-1.048941851E0,-7.361350060E-1,-1.917542934E0
5.444714340E1,-8.959499002E-1,-7.558202744E-1,-2.648286819E0
5.445501694E1,-7.184925675E-1,-8.608880043E-1,-3.012303829E0
5.446292099E1,-5.247337818E-1,-1.055109978E0,-3.132526398E0
5.447079452E1,-2.139483094E-1,-1.204506397E0,-3.121463776E0
5.447872910E1,-2.060174942E-2,-1.268707275E0,-2.706005573E0
5.448663315E1,2.005684376E-2,-1.371182442E0,-2.227756023E0
5.449456772E1,1.304794550E-1,-1.434787512E0,-1.728629112E0
5.450247177E1,1.162928343E-1,-1.503893614E0,-1.629157066E0
5.451037582E1,1.958466768E-1,-1.540594339E0,-1.684644222E0
5.451834091E1,1.951634884E-2,-1.524470091E0,-1.440973759E0
5.452621445E1,-1.085118055E-1,-1.311892033E0,-1.185452938E0
5.453421005E1,-3.518954515E-1,-1.009323597E0,-9.316401482E-1
5.454211410E1,-6.998988390E-1,-6.849532127E-1,-1.016561508E0
5.455004868E1,-1.050033450E0,-3.381109238E-1,-1.000043392E0
5.455798324E1,-1.323435903E0,2.211332321E-2,-9.182810783E-1
5.456661972E1,-1.579398870E0,3.507227898E-1,-7.908105850E-1
5.457385239E1,-1.796397686E0,5.782618523E-1,-7.133865356E-1
5.458175644E1,-1.842871666E0,6.994714737E-1,-7.359771729E-1
5.458962997E1,-1.707298517E0,7.307887077E-1,-8.148937225E-1
5.459756454E1,-1.346195698E0,6.518683434E-1,-8.822603226E-1
5.460546860E1,-9.230362177E-1,4.797701836E-1,-9.907279015E-1
5.461343369E1,-4.383015037E-1,2.621645927E-1,-1.108599186E0
5.462130722E1,-4.569399357E-2,4.765224457E-2,-1.127807617E0
5.462918076E1,3.269828558E-1,-9.659147263E-2,-1.029973507E0
5.463714584E1,7.982310057E-1,-2.873225212E-1,-1.609354019E-1
5.464501938E1,1.161148310E0,-2.453117371E-1,-2.243995667E-1
5.465298447E1,1.012707949E0,-2.524943352E-1,-5.201721191E-2
5.466088852E1,7.654919624E-1,-2.046284676E-1,5.693731308E-1
5.466879257E1,7.227221727E-1,-6.358098984E-2,1.267129898E0
5.467687973E1,4.899598360E-1,1.650238037E-2,1.888861656E0
5.468481430E1,3.488892317E-1,1.448912621E-1,2.531303406E0
5.469265732E1,3.106070757E-1,3.441181183E-1,2.987462997E0
5.470056137E1,1.523876190E-1,5.322070122E-1,3.334331512E0
5.470843491E1,8.483707905E-3,7.543110847E-1,3.672687531E0
5.471639999E1,-4.103910923E-2,9.028935432E-1,3.331123352E0
5.472427353E1,-2.048344016E-1,1.090766907E0,2.759707451E0
5.473226913E1,-4.310172200E-1,1.367649078E0,2.151074409E0
5.474014267E1,-7.820234299E-1,1.759279728E0,1.508630753E0
5.474807724E1,-1.370890141E0,2.209810734E0,7.531251907E-1
5.475601181E1,-1.871359587E0,2.650342464E0,-3.588485718E-2
5.476388535E1,-2.059271336E0,2.944719315E0,-5.650725365E-1
5.477185043E1,-2.031790257E0,2.901509285E0,-8.357539177E-1
5.477975449E1,-1.331997395E0,2.334368229E0,-1.867656708E-1
5.478768906E1,-2.338295579E-1,1.301225662E0,1.802482605E0
5.479565414E1,1.047684789E0,2.432045937E-1,3.926997185E0
5.480352768E1,1.731822610E0,-8.395528793E-1,5.367151260E0
5.481140121E1,2.675765514E0,-1.797405958E0,6.371886253E0
5.481927475E1,3.217129230E0,-2.736528158E0,6.304835320E0
5.482717880E1,3.514834881E0,-3.433528900E0,5.309089661E0
5.483514389E1,3.219743252E0,-3.840128899E0,3.772775650E0
5.484304794E1,2.582865000E0,-3.760788679E0,1.671737671E0
5.485101303E1,1.891289592E0,-3.428252935E0,1.291999817E-1
5.485888657E1,1.346164584E0,-2.902289629E0,-6.501765251E-1
5.486676010E1,7.388517857E-1,-2.415341139E0,-1.200356483E0
5.487472519E1,2.278072834E-1,-1.905014753E0,-1.730517387E0
5.488262924E1,-1.507404447E-1,-1.526082993E0,-2.234508038E0
5.489050278E1,-3.866881728E-1,-1.236987591E0,-2.791703701E0
5.489837631E1,-6.187031269E-1,-1.032258987E0,-2.959664822E0
5.490624985E1,-6.861675978E-1,-8.543357849E-1,-2.533648014E0
5.491421494E1,-4.939554334E-1,-8.002629280E-1,-1.976057053E0
5.492211899E1,-1.775381565E-1,-8.395495415E-1,-1.353534222E0
5.493008408E1,1.228846312E-1,-9.765882492E-1,-6.120700836E-1
5.493795761E1,3.013479710E-1,-1.086558819E0,-3.770637512E-2
5.494586166E1,6.050486565E-1,-1.205452919E0,5.031862259E-1
5.495382675E1,8.926206827E-1,-1.377944946E0,1.090680122E0
5.496170029E1,1.015701652E0,-1.532742500E0,1.386380196E0
5.496963486E1,1.206086040E0,-1.627148390E0,1.523349762E0
5.497750839E1,1.029115200E0,-1.904973984E0,1.477914810E0
5.498538193E1,9.165018797E-1,-1.860075951E0,1.004205704E0
5.499331650E1,5.553524494E-1,-1.821190357E0,1.288576126E-1
5.500119003E1,1.041773558E-1,-1.745324612E0,-6.952981949E-1
5.500912460E1,-2.031772137E-1,-1.577906847E0,-1.531133652E0
5.501699814E1,-4.615398049E-1,-1.403256416E0,-2.209969521E0
5.502490219E1,-6.217705011E-1,-1.277139664E0,-2.785717964E0
5.503280624E1,-8.293645978E-1,-1.236590862E0,-3.283205509E0
5.504071030E1,-8.054329157E-1,-1.138583660E0,-3.631595135E0
5.504864487E1,-6.874126792E-1,-1.087449551E0,-3.855369091E0
5.505654892E1,-6.043012142E-1,-1.091262341E0,-3.886111736E0
5.506442245E1,-4.543654919E-1,-1.128077984E0,-3.565906048E0
5.507235702E1,-2.657011151E-1,-1.173741817E0,-2.858572960E0
5.508023056E1,3.836250305E-2,-1.156982422E0,-2.389309406E0
5.508810410E1,2.922283411E-1,-1.128762722E0,-1.918363094E0
5.509600815E1,5.698570609E-1,-1.100953102E0,-1.370467663E0
5.510388168E1,9.597752094E-1,-1.138855934E0,-1.130665302E0
5.511184677E1,1.295007229E0,-1.132617950E0,-8.634047508E-1
5.511975082E1,1.453933477E0,-1.089652061E0,-6.212797165E-1
5.512777695E1,1.605315566E0,-9.551992416E-1,-4.928236008E-1
5.513565048E1,1.521907806E0,-7.197775841E-1,-5.067367554E-1
5.514355454E1,1.414192677E0,-4.531283379E-1,-5.023970604E-1
5.515151962E1,1.263132334E0,-2.335543633E-1,-5.568804741E-1
5.515939316E1,1.137929440E0,-5.830001831E-2,-6.775770187E-1
5.516732773E1,1.034106493E0,1.120476723E-1,-7.095885277E-1
5.517526230E1,9.027146101E-1,3.178033829E-1,-6.268644333E-1
5.518316635E1,6.566947103E-1,4.695148468E-1,-2.966055870E-1
5.519113144E1,2.651060820E-1,5.503411293E-1,-3.714179993E-2
5.519900497E1,1.635941267E-1,6.259064674E-1,1.050500870E-1
5.520693954E1,3.335130215E-2,6.417603493E-1,3.435220718E-1
5.521481308E1,-1.680592299E-1,5.954527855E-1,5.974578857E-1
5.522271713E1,-3.125942945E-1,6.203808784E-1,7.388925552E-1
5.523068222E1,-4.598211646E-1,6.858129501E-1,9.495429993E-1
5.523858627E1,-6.311503649E-1,8.152689934E-1,1.400071144E0
5.524652084E1,-6.277379990E-1,8.884844780E-1,1.710144997E0
5.525439438E1,-5.401318669E-1,8.832578659E-1,1.949962616E0
5.526229843E1,-5.013798475E-1,9.186186790E-1,2.414697647E0
5.527026352E1,-4.569585919E-1,9.179248810E-1,2.648770332E0
5.527813705E1,-4.432156682E-1,8.547244072E-1,2.637988091E0
5.528598007E1,-7.135622501E-1,7.699856758E-1,2.270400047E0
5.529388412E1,-1.066392899E0,8.815412521E-1,1.754230499E0
5.530175766E1,-1.281870961E0,1.183210850E0,1.227505684E0
5.530969223E1,-1.396792650E0,1.609378338E0,1.210746765E0
5.531759628E1,-2.013723850E0,1.387760162E0,1.354427338E0
5.532565292E1,-1.766979933E0,1.163312912E0,1.592192650E0
5.533355698E1,-1.056143761E0,5.563588142E-1,2.538794518E0
5.534143051E1,2.301148176E-1,-2.686500549E-1,4.088142395E0
5.534939560E1,1.499041677E0,-1.298156738E0,5.577335358E0
5.535736069E1,2.548027992E0,-2.076271296E0,6.531682014E0
5.536529526E1,3.439036369E0,-2.527822256E0,7.540945053E0
5.537319931E1,3.749333858E0,-2.922668219E0,7.635488510E0
5.538110336E1,3.403211117E0,-3.357397079E0,6.203231812E0
5.538906845E1,2.746756077E0,-3.514877081E0,4.041889191E0
5.539697250E1,1.874726415E0,-3.435266495E0,1.865665436E0
5.540484604E1,1.044886351E0,-3.224725485E0,-8.655834198E-2
5.541271957E1,1.756339073E-1,-3.000046730E0,-1.062738895E0
5.542062363E1,-3.469380140E-1,-2.842293978E0,-1.833445549E0
5.542858871E1,-6.323592067E-1,-2.562829018E0,-2.283355236E0
5.543646225E1,-8.614129424E-1,-2.160219669E0,-3.276193619E0
5.544439682E1,-1.442472935E0,-1.831247091E0,-3.928503036E0
5.545230087E1,-1.818260670E0,-1.558232784E0,-3.673770905E0
5.546020493E1,-2.114986181E0,-1.264807224E0,-2.671923637E0
5.546813950E1,-2.645432711E0,-1.052639961E0,1.989831924E-1
5.547601303E1,-2.305942059E0,-3.819074631E-1,8.418006897E-1
5.548394760E1,-2.421187401E0,-3.304591179E-1,1.423928261E0
5.549185165E1,-2.472973585E0,-4.501805305E-1,2.520973206E0
5.549972519E1,-1.934507847E0,-4.636073112E-1,3.020895004E0
5.550769028E1,-1.487722516E0,-6.212906837E-1,2.918988228E0
5.551626572E1,-1.145074368E0,-1.073018551E0,1.914777756E0
5.552352890E1,-7.448112369E-1,-1.377362728E0,6.980428696E-1
5.553143295E1,-4.478224516E-1,-1.663637400E0,-5.258193016E-1
5.553930649E1,-3.135151863E-1,-1.794533253E0,-1.269978523E0
5.554724106E1,-1.784889698E-1,-1.875014782E0,-2.260321140E0
5.555511459E1,-1.022394896E-1,-1.990735531E0,-2.567509174E0
5.556304916E1,2.178716660E-2,-1.915635586E0,-2.345694065E0
5.557095322E1,-5.203151703E-2,-1.874729633E0,-2.092050552E0
5.557888779E1,-2.051091194E-1,-1.745948553E0,-1.939888477E0
5.558685287E1,-5.381700993E-1,-1.674725771E0,-2.053790569E0
5.559472641E1,-8.793583512E-1,-1.598552942E0,-2.273454189E0
5.560259994E1,-1.152563572E0,-1.491788864E0,-2.386304379E0
5.561050400E1,-1.250995159E0,-1.393557072E0,-2.416593075E0
5.561840805E1,-1.354559660E0,-1.295408249E0,-2.345404625E0
5.562640366E1,-1.517995358E0,-1.136285305E0,-2.134772778E0
5.563427719E1,-1.553522468E0,-9.095063210E-1,-1.865449429E0
5.564221176E1,-1.784564376E0,-7.550621033E-1,-1.735336304E0
5.565011581E1,-1.638040066E0,-5.633211136E-1,-1.880195141E0
5.565798935E1,-1.369801044E0,-4.298901558E-1,-1.845271587E0
5.566595444E1,-1.265429735E0,-2.556891441E-1,-1.498033047E0
5.567385849E1,-1.265710831E0,9.097099304E-3,-9.349093437E-1
5.568177053E1,-1.217294693E0,2.022819519E-1,-3.923635483E-1
5.568964406E1,-1.106778622E0,2.596507072E-1,-8.676433563E-2
5.569757863E1,-1.034115076E0,3.051724434E-1,6.626005173E-1
5.570551320E1,-8.606165648E-1,3.557519913E-1,1.249111176E0
5.571338674E1,-6.297458410E-1,4.315824509E-1,1.337281227E0
5.572129079E1,-6.127963066E-1,4.814882278E-1,1.155477524E0
5.572919484E1,-6.866767406E-1,3.848018646E-1,9.162960052E-1
5.573706838E1,-6.409817934E-1,2.636127472E-1,7.552623749E-1
5.574503347E1,-4.416372776E-1,1.370196342E-1,8.125009537E-1
5.575290700E1,-4.791672230E-1,-3.289556503E-2,1.129029274E0
5.576084157E1,-4.503686428E-1,-1.139321327E-1,1.407796860E0
5.576871511E1,-5.150963068E-1,-6.239700317E-2,1.645615101E0
5.577661916E1,-7.690591216E-1,5.161380768E-2,1.890823841E0
5.578455373E1,-8.978013396E-1,1.969804764E-1,1.790816307E0
5.579242726E1,-9.386077523E-1,2.841053009E-1,2.057919502E0
5.580030080E1,-8.857471943E-1,3.249583244E-1,2.433368206E0
5.580817434E1,-7.228827477E-1,4.333457947E-1,2.520093441E0
5.581610890E1,-8.790894747E-1,4.930229187E-1,2.553805828E0
5.582404348E1,-7.653384805E-1,6.997160912E-1,2.444521904E0
5.583191701E1,-6.501119137E-1,9.830484390E-1,2.205708981E0
5.583991262E1,-7.087469101E-1,1.380634308E0,1.881791115E0
5.584778615E1,-1.012097836E0,1.974905491E0,1.474741936E0
5.585572072E1,-1.229542136E0,2.553766727E0,1.147187233E0
5.586368581E1,-1.303229570E0,2.851851940E0,1.291930199E0
5.587158986E1,-1.146482348E0,2.805512905E0,1.860125542E0
5.587952443E1,-8.109794259E-1,2.351667881E0,2.537903309E0
5.588742848E1,-2.064880133E-1,1.558166981E0,3.196190357E0
5.589530202E1,5.721545219E-1,5.744252205E-1,3.924401283E0
5.590323659E1,1.325807095E0,-3.788251877E-1,4.635489941E0
5.591114064E1,1.870507717E0,-1.380134583E0,5.062681675E0
5.591910573E1,2.259228230E0,-2.217282534E0,4.907857895E0
5.592704030E1,2.139036179E0,-2.824920416E0,4.632864475E0
5.593494436E1,1.883431911E0,-2.960891247E0,4.429160595E0
5.594290944E1,1.473742604E0,-2.909523249E0,2.980919361E0
5.595078298E1,9.221876860E-1,-3.003984928E0,2.124216080E0
5.595877858E1,8.281203508E-1,-3.029267073E0,8.214831352E-1
5.596665212E1,5.413825512E-1,-3.204973698E0,-7.705259323E-1
5.597452565E1,4.003850222E-1,-3.228807926E0,-1.438058376E0
5.598249074E1,4.138519764E-1,-3.067100763E0,-2.167931557E0
5.599039479E1,1.950550079E-1,-2.896305561E0,-2.733317375E0
5.599832936E1,-3.166095018E-1,-2.739107370E0,-3.242515087E0
5.600623342E1,-4.401996136E-1,-2.506296158E0,-3.626483202E0
5.601413747E1,-4.057990313E-1,-2.386835098E0,-3.859105110E0
5.602207204E1,-2.204190493E-1,-2.368377686E0,-3.855242252E0
5.602994558E1,3.324091434E-2,-2.545562506E0,-3.654745340E0
5.603791066E1,4.301508665E-1,-2.664248228E0,-3.042859077E0
5.604581472E1,5.140297413E-1,-2.685331106E0,-2.306300163E0
5.605368825E1,2.713727951E-1,-2.679698229E0,-1.173373222E0
5.606162282E1,-4.804774523E-1,-2.707359791E0,1.294796467E0
5.606949636E1,-2.853430510E-1,-2.288785458E0,1.452854633E0
5.607743093E1,-8.740901947E-3,-1.917642593E0,5.011563301E-1
5.608533498E1,-4.982718229E-1,-1.991407394E0,-8.559546471E-1
5.609320852E1,-8.427451849E-1,-2.273893356E0,-1.403062344E0
5.610114309E1,-3.607410192E-1,-2.201098442E0,-1.294506550E0
5.610901662E1,-1.240197420E-1,-1.909832001E0,-1.523676872E0
5.611695119E1,-4.277776480E-1,-1.617123127E0,-1.510957718E0
5.612482473E1,-6.366358995E-1,-1.209239006E0,-1.636312485E0
5.613269826E1,-1.246052027E0,-9.204206467E-1,-2.257451534E0
5.614063283E1,-1.417789698E0,-6.383810043E-1,-2.608804226E0
5.614850637E1,-1.373015404E0,-6.127071381E-1,-2.681392670E0
5.615644094E1,-1.194156170E0,-6.581726074E-1,-2.535441399E0
5.616434499E1,-1.067263365E0,-6.557784081E-1,-7.302131653E-1
5.617224904E1,-7.991127968E-1,-7.204217911E-1,-1.292686462E-1
5.618018361E1,-5.070202351E-1,-8.497090340E-1,-4.046015739E-1
5.618805715E1,-7.612979412E-2,-1.100669384E0,-2.191557884E-1
5.619599172E1,5.386767387E-1,-1.158981800E0,-4.766726494E-1
5.620389577E1,8.764629364E-1,-1.094991684E0,-8.948621750E-1
5.621176931E1,9.663180113E-1,-9.357938766E-1,-8.555564880E-1
5.621970388E1,7.117108107E-1,-6.760129929E-1,-6.378984451E-1
5.622757741E1,5.428333282E-1,-5.104079247E-1,-6.456756592E-1
5.623551198E1,5.920124054E-1,-4.129476547E-1,-6.621904373E-1
5.624338552E1,6.931959391E-1,-2.536454201E-1,-6.470780373E-1
5.625125905E1,5.137499571E-1,-2.048258781E-1,-8.470277786E-1
5.625919362E1,4.481617212E-1,-9.395027161E-2,-1.223728180E0
5.626706716E1,4.986612797E-1,6.798171997E-2,-1.370312214E0
5.627500173E1,3.190877438E-1,2.505292892E-1,-1.001050949E0
5.628284475E1,1.588402987E-1,5.271968842E-1,-1.437249184E-1
5.629077932E1,-5.779218674E-2,6.864609718E-1,2.240762711E-1
5.629871389E1,-2.429877520E-1,7.549962997E-1,4.021606445E-1
5.630658742E1,-3.173747063E-1,8.261065483E-1,9.699506760E-1
5.631458303E1,-1.631749868E-1,7.898511887E-1,1.483050346E0
5.632245656E1,1.897320747E-1,5.503354073E-1,1.950662613E0
5.633033010E1,4.928292036E-1,6.035561562E-1,1.858799458E0
5.633829519E1,2.557593584E-1,6.240148544E-1,1.976907253E0
5.634616872E1,7.134675980E-2,6.701765060E-1,2.134432316E0
5.635410329E1,7.763886452E-2,7.729263306E-1,2.456241131E0
5.636200734E1,2.444272041E-1,7.552275658E-1,2.654148579E0
5.636988088E1,4.070236683E-1,5.970754623E-1,2.560518742E0
5.637781545E1,4.224785566E-1,4.264793396E-1,2.492186069E0
5.638568898E1,3.277885914E-1,3.501729965E-1,2.282637119E0
5.639359304E1,2.443066835E-1,3.478307724E-1,2.518271446E0
5.640149709E1,1.279500723E-1,5.720949173E-1,2.222398281E0
5.640937062E1,-1.876242161E-1,8.055176735E-1,2.405846119E0
5.641730519E1,-8.785212040E-1,9.087157249E-1,2.457476616E0
5.642517873E1,-1.070239186E0,1.083226681E0,2.916567326E0
5.643311330E1,-9.162181020E-1,9.253497124E-1,3.596202374E0
5.644101735E1,-5.583783388E-1,4.444184303E-1,3.791757107E0
5.644889089E1,-1.906371117E-2,-1.146335602E-1,4.009361267E0
5.645679494E1,5.315543413E-1,-7.651329041E-1,4.022135735E0
5.646466848E1,1.161306143E0,-1.348429680E0,4.053936005E0
5.647257253E1,1.581059337E0,-1.874275208E0,4.055805206E0
5.648041555E1,1.743214965E0,-2.325863600E0,3.750675201E0
5.648831960E1,1.432768703E0,-2.699640036E0,3.021546364E0
5.649628469E1,7.711825371E-1,-2.903079510E0,1.874618053E0
5.650415822E1,3.257091045E-1,-2.896310091E0,6.527614594E-1
5.651212331E1,-3.459714651E-1,-2.941185713E0,1.415643692E-1
5.652011892E1,-6.830116510E-1,-2.780587912E0,-6.510753632E-1
5.652811452E1,-1.130743504E0,-2.547266960E0,-7.704873085E-1
5.653607961E1,-1.353193283E0,-2.390921831E0,-7.440385818E-1
5.654398366E1,-1.455375195E0,-2.213923931E0,-5.996084213E-1
5.655191823E1,-1.618460178E0,-2.015011787E0,-4.853072166E-1
5.655982228E1,-1.651572943E0,-1.733132839E0,-2.965760231E-1
5.656769582E1,-1.645113230E0,-1.504096985E0,-2.638516426E-1
5.657563039E1,-1.463668346E0,-1.253496647E0,-1.505122185E-1
5.658350392E1,-1.272564650E0,-1.079459190E0,-2.408075333E-2
5.659137746E1,-1.146914482E0,-1.096024513E0,-1.536178589E-2
5.659925100E1,-8.141998649E-1,-1.141297340E0,1.015105247E-1
5.660715505E1,-4.673062563E-1,-1.336596012E0,1.599335670E-1
5.661508962E1,-1.929830313E-1,-1.688509941E0,-3.342237473E-1
5.662296315E1,7.349550724E-2,-2.015872240E0,-1.164393902E0
5.663089772E1,2.650196552E-1,-2.212633371E0,-1.629017353E0
5.663877126E1,3.728827238E-1,-2.244934082E0,-1.292191029E0
5.664667531E1,3.549585342E-1,-2.079690695E0,-1.062932968E0
5.665464040E1,-1.835595369E-1,-1.883085728E0,-1.121313572E0
5.666251394E1,-7.340989113E-1,-1.812676430E0,-1.498515129E0
5.667044850E1,-9.632915258E-1,-1.786024094E0,-1.628717899E0
5.667835256E1,-8.754360676E-1,-1.812582493E0,-1.350576401E0
5.668625661E1,-8.097884655E-1,-1.867805004E0,-1.397964954E0
5.669416066E1,-8.699212074E-1,-1.841689110E0,-1.811919212E0
5.670203420E1,-9.929223657E-1,-1.702199936E0,-2.344271660E0
5.670999929E1,-1.148126245E0,-1.418501377E0,-2.467334270E0
5.671787282E1,-1.473923922E0,-1.018368244E0,-2.390801430E0
5.672577687E1,-1.804360032E0,-6.952071190E-1,-2.144570351E0
5.673377248E1,-1.989725590E0,-2.622480392E-1,-1.522476673E0
5.674164602E1,-2.105388641E0,-1.017222404E-1,-9.899702072E-1
5.674958059E1,-2.134834051E0,2.314043045E-2,-5.013089180E-1
5.675748464E1,-1.936159849E0,6.840896606E-2,-4.026174545E-1
5.676535817E1,-1.843885660E0,1.404924393E-1,-2.250576019E-1
5.677326223E1,-1.742260218E0,2.914357185E-1,-6.596851349E-2
5.678113576E1,-1.610061646E0,3.464775085E-1,-8.149814606E-2
5.678903981E1,-1.354916096E0,4.113812447E-1,-3.465089798E-1
5.679694387E1,-1.135325193E0,2.905979156E-1,-4.310760498E-1
5.680481740E1,-7.270665169E-1,1.270442009E-1,-4.421257973E-1
5.681281301E1,-3.679921627E-1,-1.637554169E-2,-6.998538971E-3
5.682068654E1,-9.799718857E-3,-3.534603119E-2,7.699465752E-1
5.682862111E1,6.841313839E-2,-2.044916153E-2,1.558093548E0
5.683652517E1,2.246059179E-1,-6.795024872E-2,1.770264149E0
5.684439870E1,5.210045576E-1,-3.416776657E-2,1.446135044E0
5.685230275E1,6.157119274E-1,-5.448293686E-2,1.585952759E0
5.686017629E1,7.609379292E-1,1.280303001E-1,1.902157307E0
5.686811086E1,5.615521669E-1,4.390382767E-1,2.120039940E0
5.687598439E1,2.402739525E-1,7.349581718E-1,2.039919376E0
5.688385793E1,-1.982762814E-1,9.592332840E-1,2.085420609E0
5.689179250E1,-4.788588881E-1,1.208624840E0,2.088301659E0
5.689966603E1,-7.520177364E-1,1.471629620E0,2.204239845E0
5.690760061E1,-9.861426353E-1,1.594998360E0,2.450348854E0
5.691553518E1,-1.341056466E0,1.960610390E0,1.783493996E0
5.692340871E1,-1.633690119E0,2.306710243E0,1.424932957E0
5.693131276E1,-1.819408059E0,2.624816895E0,1.061068535E0
5.693921682E1,-1.526299357E0,2.721766949E0,1.286067009E0
5.694718190E1,-8.663140535E-1,2.530605316E0,2.104152679E0
5.695508596E1,-8.389234543E-2,2.021211624E0,3.237403393E0
5.696295949E1,7.076246738E-1,1.185221672E0,4.151373863E0
5.697092458E1,1.503631830E0,2.745985985E-1,4.859006405E0
5.697879811E1,2.345266342E0,-6.533489227E-1,5.320982933E0
5.698673269E1,2.859389305E0,-1.517089367E0,5.145399094E0
5.699460622E1,2.945500851E0,-2.145060539E0,4.541098595E0
5.700251027E1,2.623303413E0,-2.497821093E0,3.246691227E0
5.701047536E1,2.125413895E0,-2.631896973E0,1.719959736E0
5.701837941E1,1.557280064E0,-2.643065929E0,1.491174698E-1
5.702631398E1,1.023286581E0,-2.604856968E0,-5.809035301E-1
5.703421804E1,7.270498276E-1,-2.420795679E0,-1.160614491E0
5.704209157E1,4.775482416E-1,-2.315035820E0,-1.669801235E0
5.705002614E1,2.989381552E-1,-2.244739532E0,-2.037198544E0
5.705793019E1,1.105490923E-1,-2.194807529E0,-2.592767239E0
5.706580373E1,-9.109175205E-2,-2.125887394E0,-3.065419197E0
5.707367726E1,-2.190170288E-1,-1.884701490E0,-3.138199329E0
5.708155080E1,-3.328586817E-1,-1.698973656E0,-2.876193523E0
5.708948537E1,-3.255716562E-1,-1.670175076E0,-3.128517151E0
5.709738942E1,-2.928831577E-1,-1.745883942E0,-2.892657757E0
5.710544606E1,-3.562021255E-2,-1.747545719E0,-2.264914989E0
5.711335012E1,2.632946968E-1,-1.725210428E0,-1.379576683E0
5.712122365E1,5.156226158E-1,-1.777362108E0,-4.536485672E-1
5.712915822E1,9.912958145E-1,-1.784177542E0,2.652311325E-1
