"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.782486962E2,-3.829085827E-2,-1.612983227E0,-2.379817009E0
1.782566308E2,-1.593494415E-2,-1.421796799E0,-2.280991554E0
1.782645348E2,-1.581176519E-1,-1.518957138E0,-2.394056320E0
1.782774743E2,-6.719303131E-2,-1.446965218E0,-3.238427162E0
1.782853478E2,-2.827203274E-2,-1.487456322E0,-3.635652065E0
1.782981652E2,-3.829956055E-2,-1.402604580E0,-3.137745380E0
1.783060387E2,-3.565236330E-1,-1.118006229E0,-2.560169697E0
1.783140038E2,-9.106907248E-1,-7.768249512E-1,-2.380013466E0
1.783218774E2,-1.376677513E0,-3.949637413E-1,-2.577184677E0
1.783299645E2,-1.560084224E0,-1.163649559E-1,-2.447021008E0
1.783378686E2,-1.420612216E0,6.619882584E-2,-1.846727371E0
1.783457421E2,-1.279147029E0,1.201744080E-1,-9.813609123E-1
1.783537072E2,-1.024747133E0,1.296205521E-1,-2.980642319E-1
1.783615807E2,-9.488479495E-1,1.560516357E-1,3.486824036E-2
1.783695153E2,-9.205535054E-1,1.958780289E-1,-5.832767487E-2
1.783773888E2,-9.827052355E-1,2.063102722E-1,-2.805156708E-1
1.783852624E2,-8.617790341E-1,3.362655640E-1,-4.262733459E-2
1.783931969E2,-7.605499029E-1,3.993220329E-1,3.235921860E-1
1.784011010E2,-7.017093897E-1,3.059315681E-1,3.702220917E-1
1.784139794E2,-6.461204290E-1,3.848562241E-1,9.706687927E-2
1.784218530E2,-9.133101702E-1,3.186612129E-1,2.509527206E-1
1.784298180E2,-8.301872611E-1,4.277787209E-1,7.589721680E-2
1.784376916E2,-7.135580778E-1,3.029875755E-1,-2.388906479E-1
1.784456872E2,-4.485002756E-1,8.771514893E-2,-5.199079514E-1
1.784535607E2,-3.661870956E-2,-2.298140526E-1,-5.787515640E-1
1.784614648E2,3.426731825E-1,-4.300708771E-1,-5.137429237E-1
1.784693993E2,7.199426889E-1,-7.391300201E-1,-1.570482254E-1
1.784772729E2,1.199544072E0,-1.017732143E0,3.696594238E-1
1.784901208E2,1.637045383E0,-1.209676266E0,1.331743240E0
1.784979943E2,1.488657236E0,-1.081417084E0,2.022345543E0
1.785059899E2,1.190053344E0,-7.563986778E-1,2.091148376E0
1.785145348E2,5.953768492E-1,-1.967473030E-1,1.693475723E0
1.785218896E2,-1.502788067E-1,3.904814720E-1,1.430272102E0
1.785297936E2,-1.073976398E0,1.153640747E0,7.682437897E-1
1.785376672E2,-1.923754811E0,1.931440353E0,-1.097402573E-1
1.785456628E2,-2.232184649E0,2.770046234E0,-7.925372124E-1
1.785535363E2,-2.754615307E0,3.345258713E0,-1.151122093E0
1.785663537E2,-2.635962486E0,4.062795162E0,-5.372066498E-1
1.785742272E2,-2.137720585E0,3.643938541E0,1.399404526E0
1.785821923E2,-1.016436338E0,2.725780010E0,3.321713448E0
1.785901574E2,3.252531290E-1,1.548401833E0,4.834142685E0
1.785982140E2,1.576106429E0,3.826642036E-1,5.596647263E0
1.786060876E2,2.288218260E0,-7.590832710E-1,6.368908882E0
1.786139306E2,2.763692379E0,-1.577878952E0,6.260320663E0
1.786218957E2,2.863377333E0,-2.020390511E0,5.370060921E0
1.786297692E2,2.238956213E0,-2.565950394E0,3.883483887E0
1.786377038E2,1.908084154E0,-2.484847069E0,2.243838310E0
1.786456078E2,9.598729610E-1,-2.436687231E0,8.954448700E-1
1.786535119E2,3.308600187E-1,-2.326632738E0,2.797193527E-1
1.786614465E2,-1.111758947E-1,-2.046045303E0,-2.897834778E-2
1.786693200E2,-4.319908619E-1,-1.851815462E0,-3.278126717E-1
1.786821984E2,-1.051890850E0,-1.616302490E0,-1.542421341E0
1.786900719E2,-1.212023139E0,-1.414977789E0,-1.814942837E0
1.786980065E2,-1.206853747E0,-1.181491375E0,-2.109285831E0
1.787058801E2,-1.103665113E0,-1.094392776E0,-2.411654472E0
1.787138757E2,-8.567672372E-1,-1.088830471E0,-2.491383076E0
1.787217797E2,-4.136353731E-1,-1.192350626E0,-2.292541504E0
1.787296532E2,1.194353104E-1,-1.307955503E0,-1.467415810E0
1.787375878E2,6.122077703E-1,-1.389874458E0,-2.212409973E-1
1.787454919E2,9.942457676E-1,-1.351600647E0,6.430721283E-1
1.787534264E2,1.222362041E0,-1.515011549E0,1.436385155E0
1.787613000E2,1.359382153E0,-1.706809282E0,1.505614281E0
1.787691430E2,1.614683628E0,-1.739169598E0,1.312937737E0
1.787771081E2,1.467236757E0,-1.798409462E0,1.570772171E0
1.787849816E2,1.287107825E0,-1.609908342E0,1.832820892E0
1.787978295E2,3.639554977E-1,-1.185653687E0,8.884048462E-2
1.788057031E2,-1.991724968E-1,-8.706448078E-1,-8.296375275E-1
1.788136376E2,-6.887240410E-1,-5.445580482E-1,-1.389883041E0
1.788215112E2,-1.356556892E0,-3.398380280E-1,-1.933112144E0
1.788295068E2,-1.701023579E0,-2.038354874E-1,-2.597958088E0
1.788373803E2,-1.768096805E0,-1.831164360E-1,-3.003939629E0
1.788503198E2,-1.794116616E0,-3.696031570E-1,-3.447056293E0
1.788581933E2,-1.617580175E0,-4.859333038E-1,-3.671588421E0
1.788660973E2,-1.276398301E0,-6.155800819E-1,-3.751894951E0
1.788740014E2,-7.551780939E-1,-7.387127876E-1,-3.721630096E0
1.788818749E2,-2.939327955E-1,-9.516217709E-1,-3.496599197E0
1.788898400E2,2.165734768E-2,-1.085403681E0,-2.815310955E0
1.788977136E2,3.642027378E-1,-1.064327955E0,-1.881234646E0
1.789057092E2,6.913599968E-1,-9.582817554E-1,-1.572007179E0
1.789136132E2,7.686462402E-1,-8.974258900E-1,-1.427067280E0
1.789214867E2,8.707457781E-1,-7.360014915E-1,-1.261376858E0
1.789294213E2,1.085996032E0,-5.696320534E-1,-1.007948875E0
1.789372643E2,1.124671698E0,-4.291982651E-1,-8.277411461E-1
1.789452294E2,9.714046717E-1,-2.731413841E-1,-6.400642395E-1
1.789531030E2,8.073166609E-1,-3.444337845E-2,-4.974298477E-1
1.789609765E2,5.736161470E-1,1.160597801E-1,-5.427966118E-1
1.789689111E2,5.931639671E-1,2.437496185E-1,-5.969429016E-1
1.789768151E2,5.936479568E-1,3.213047981E-1,-4.620342255E-1
1.789896935E2,5.546915531E-1,2.956409454E-1,-1.403789520E-1
1.789975976E2,5.891790390E-1,2.837123871E-1,2.035779953E-1
1.790055627E2,5.149909258E-1,3.682384491E-1,8.685092926E-1
1.790134362E2,2.594679594E-1,5.002193451E-1,1.328433037E0
1.790214318E2,1.664577723E-1,5.582327843E-1,1.852581978E0
1.790293053E2,1.777027845E-1,5.122709274E-1,2.196761131E0
1.790371789E2,2.337390184E-1,4.641795158E-1,2.271780014E0
1.790451135E2,3.143143654E-1,4.030818939E-1,2.246230125E0
1.790530175E2,2.226140499E-1,2.497320175E-1,2.117447853E0
1.790658654E2,2.821120024E-1,1.372499466E-1,1.831587791E0
1.790788049E2,1.317018270E-1,2.749090195E-1,1.165486336E0
1.790866784E2,-2.807881832E-1,4.616389275E-1,6.399898529E-1
1.790946130E2,-6.631327868E-1,8.655538559E-1,4.882221222E-1
1.791025170E2,-1.079916239E0,1.336793423E0,8.518009186E-1
1.791154565E2,-2.031818628E0,1.964326382E0,2.030365944E0
1.791233300E2,-2.418524981E0,2.032515049E0,2.917041779E0
1.791312646E2,-1.976971388E0,1.540840149E0,3.681294441E0
1.791391381E2,-8.349516392E-1,7.649307251E-1,4.539596558E0
1.791470116E2,4.492318630E-2,-1.408834457E-1,5.353223801E0
1.791549462E2,7.558568716E-1,-9.888865948E-1,5.770857811E0
1.791628503E2,1.252172232E0,-1.810658455E0,5.565034866E0
1.791708764E2,1.498187780E0,-2.425608873E0,4.755542755E0
1.791787499E2,1.418147564E0,-2.918277264E0,3.437557220E0
1.791866540E2,1.258857846E0,-3.318614483E0,1.808888435E0
1.791946191E2,1.088829160E0,-3.463176727E0,-2.548151016E-1
1.792024926E2,1.059100509E0,-3.491532326E0,-4.802064896E-1
1.792105187E2,9.915943146E-1,-3.428831100E0,-1.944856644E-1
1.792183923E2,9.710383415E-1,-3.276899338E0,-1.579828262E-1
1.792262658E2,8.695566654E-1,-3.081131220E0,-2.592163086E-1
1.792342004E2,5.586502552E-1,-2.785596848E0,-8.239469528E-1
1.792420739E2,3.242325783E-2,-2.446021557E0,-1.204691887E0
1.792500085E2,-4.717775583E-1,-1.969717503E0,-1.425465107E0
1.792578820E2,-9.963909388E-1,-1.375564098E0,-1.118279457E0
1.792657861E2,-1.473826647E0,-9.197177887E-1,-5.744156837E-1
1.792737206E2,-1.681564927E0,-6.947231293E-1,-2.411279678E-1
1.792815942E2,-1.635521293E0,-5.520434380E-1,-3.485722542E-1
1.792896203E2,-1.517154694E0,-5.915770531E-1,-3.262491226E-1
1.792974938E2,-1.127933979E0,-6.758770943E-1,1.012763977E-1
1.793053674E2,-7.345768213E-1,-7.705826759E-1,3.200092316E-1
1.793133019E2,-4.311436415E-1,-8.756797314E-1,2.201356888E-1
1.793211755E2,-3.343729973E-1,-8.590276241E-1,-8.490848541E-2
1.793340234E2,-5.222653151E-1,-6.404376030E-1,-6.714134216E-1
1.793418969E2,-5.820761919E-1,-5.429983139E-1,-1.015671253E0
1.793498315E2,-5.482445955E-1,-5.429544449E-1,-1.300883293E0
1.793577050E2,-4.364824295E-1,-5.943870544E-1,-1.613759995E0
1.793705224E2,-5.784395933E-1,-6.472787857E-1,-1.934190273E0
1.793784264E2,-8.161832094E-1,-5.885868073E-1,-2.062895298E0
1.793863610E2,-1.171317577E0,-5.506482124E-1,-2.388227463E0
1.793942956E2,-1.545402527E0,-4.554052353E-1,-2.920015812E0
1.794071130E2,-1.945904493E0,-2.911748886E-1,-3.200144291E0
1.794149865E2,-2.000491619E0,-1.960706711E-1,-3.203353405E0
1.794229516E2,-1.933557987E0,-1.589665413E-1,-3.065177917E0
1.794308251E2,-1.785556793E0,-1.387634277E-1,-2.553941250E0
1.794388512E2,-1.491070032E0,-1.339750290E-1,-1.682452202E0
1.794467553E2,-1.342574954E0,-7.562971115E-2,-8.027949333E-1
1.794596642E2,-1.134077549E0,1.358222961E-2,-2.277297974E-1
1.794675378E2,-1.071633697E0,6.186962128E-2,-2.266283035E-1
1.794755944E2,-1.018620610E0,1.564335823E-1,-8.867931366E-2
1.794834985E2,-9.454860687E-1,3.389177322E-1,1.057338715E-2
1.794913720E2,-9.509718418E-1,4.538035393E-1,2.262191772E-1
1.794993066E2,-9.003188610E-1,4.697060585E-1,3.463029861E-1
1.795072106E2,-7.826293707E-1,4.040689468E-1,8.052062988E-1
1.795152367E2,-7.184860706E-1,2.966079712E-1,1.428334236E0
1.795231103E2,-4.831022024E-1,2.625498772E-1,1.798007965E0
1.795311059E2,-3.134232759E-1,7.678318024E-2,1.944241524E0
1.795390405E2,-2.167750597E-1,-6.693267822E-2,1.855838776E0
1.795469140E2,-2.049156427E-1,-2.077159882E-1,1.877809525E0
1.795548486E2,1.503908634E-2,-1.736922264E-1,1.829481125E0
1.795627221E2,7.762908936E-4,-1.311550140E-1,1.398118973E0
1.795756310E2,8.524036407E-2,-9.208202362E-3,1.550325394E0
1.795835046E2,1.522634029E-1,2.540178299E-1,1.429280281E0
1.795915002E2,-4.340994358E-1,7.544665337E-1,8.865690231E-1
1.795993737E2,-9.400640726E-1,1.377507210E0,7.354984283E-1
1.796073388E2,-1.534960032E0,2.313557625E0,7.688922882E-1
1.796152734E2,-2.388179779E0,3.234943867E0,7.684659958E-1
1.796231469E2,-2.903661251E0,4.014880657E0,9.552745819E-1
1.796310815E2,-2.956689119E0,4.259747505E0,1.588702202E0
1.796389550E2,-2.357802391E0,3.728901386E0,2.306382179E0
1.796518945E2,-5.923330784E-1,1.844248772E0,3.599963188E0
1.796597680E2,5.514250994E-1,5.845670700E-1,4.485494614E0
1.796677331E2,1.455185533E0,-6.260294914E-1,5.027376175E0
1.796756066E2,2.201570034E0,-1.643816948E0,4.547732353E0
1.796885156E2,2.469997644E0,-2.875938177E0,2.856244087E0
1.796964196E2,2.235474586E0,-3.141802311E0,9.941978455E-1
1.797043542E2,1.685010314E0,-3.172055244E0,-4.603018761E-1
1.797122582E2,1.245894313E0,-3.008053064E0,-1.182131290E0
1.797201318E2,9.560632706E-1,-2.796962261E0,-1.551440716E0
1.797280663E2,6.567797661E-1,-2.606676102E0,-1.863160133E0
1.797359399E2,4.123089314E-1,-2.362762690E0,-2.295249939E0
1.797439660E2,7.491433620E-2,-2.089842796E0,-2.823206425E0
1.797518395E2,-2.633979321E-1,-1.829178572E0,-2.639537811E0
1.797647790E2,-4.926058054E-1,-1.455269098E0,-1.769187450E0
1.797726525E2,-3.298238516E-1,-1.219704628E0,-1.095916271E0
1.797806176E2,-1.305615902E-2,-1.080952644E0,-1.274518967E-1
1.797885217E2,1.049067974E-1,-9.525041580E-1,2.622213364E-1
1.797963952E2,-1.093876362E-2,-9.553670883E-1,1.652421951E-1
1.798042992E2,-6.017947197E-2,-9.656648636E-1,3.126659393E-1
1.798121423E2,1.967746019E-1,-9.679765701E-1,8.959417343E-1
1.798201379E2,4.336514473E-1,-1.036556482E0,1.631172180E0
1.798280419E2,4.762756824E-1,-1.018003225E0,1.484966278E0
1.798409814E2,4.756402969E-2,-9.200301170E-1,5.004081726E-1
1.798488549E2,-2.659652233E-1,-8.081774712E-1,-1.651706696E-1
1.798568505E2,-7.198297977E-1,-6.839928627E-1,-6.555027962E-1
1.798647240E2,-1.197151423E0,-5.835447311E-1,-1.343153477E0
1.798776635E2,-1.627240539E0,-6.148819923E-1,-2.732549667E0
1.798855370E2,-1.616528630E0,-5.748248100E-1,-3.454865456E0
1.798934716E2,-1.584787488E0,-4.468574524E-1,-3.845231056E0
1.799013451E2,-1.533552885E0,-2.958431244E-1,-4.032499790E0
1.799142846E2,-1.423254728E0,-2.289485931E-1,-3.490569115E0
1.799221581E2,-1.055871964E0,-2.019467354E-1,-2.587543488E0
1.799300927E2,-6.925791502E-1,-2.640199661E-1,-1.755667210E0
1.799379662E2,-3.971413374E-1,-2.880501747E-1,-1.058012486E0
1.799458703E2,-1.100636721E-1,-2.221407890E-1,-5.128421783E-1
1.799538354E2,1.682901382E-2,-1.622858047E-1,-4.146800041E-1
1.799617089E2,-1.206696033E-2,-7.414293289E-2,-5.635075569E-1
1.799697350E2,-8.768665791E-2,1.207995415E-1,-7.815194130E-1
1.799775781E2,-2.045583725E-1,3.228816986E-1,-1.066969395E0
1.799905175E2,-1.545481682E-1,4.076609612E-1,-1.656020641E0
1.799983910E2,1.216852665E-2,3.397111893E-1,-1.656361580E0
1.800063256E2,1.786191463E-1,2.928872108E-1,-1.316746712E0
1.800141991E2,2.732256651E-1,2.731823921E-1,-9.506907463E-1
1.800271691E2,2.457308769E-1,2.822833061E-1,-3.118944168E-1
1.800350427E2,2.684472799E-1,2.905330658E-1,3.479003906E-1
1.800430077E2,3.330909014E-1,3.120808601E-1,1.159535408E0
1.800508813E2,1.833553314E-1,3.611626625E-1,1.519274712E0
1.800638207E2,-3.565571308E-1,4.652700424E-1,1.899577141E0
1.800716943E2,-4.439347982E-1,3.932528496E-1,2.169779778E0
1.800796288E2,-3.400189877E-1,3.058390617E-1,2.367121696E0
1.800875329E2,-8.044159412E-2,2.395343781E-1,2.184990883E0
1.801004723E2,3.459489346E-2,2.054624557E-1,2.627902031E0
1.801083459E2,5.450165272E-2,2.469682693E-1,2.807534218E0
1.801163720E2,1.535129547E-2,3.450403214E-1,2.542680740E0
1.801242150E2,1.008349657E-1,3.029899597E-1,1.829450607E0
1.801321191E2,4.034329653E-1,1.076073647E-1,1.206650734E0
1.801401147E2,7.689037323E-1,-1.071596146E-2,6.205177307E-1
1.801479882E2,8.588187695E-1,-4.764080048E-3,2.606172562E-1
1.801559228E2,6.706711054E-1,7.891416550E-2,5.551061630E-1
1.801638268E2,2.965974808E-1,-9.247112274E-2,1.794971466E0
1.801717614E2,4.396617413E-1,-1.596236229E-1,2.899630547E0
1.801796960E2,6.247305870E-1,-3.962149620E-1,3.840588570E0
1.801876000E2,9.727556705E-1,-7.033157349E-1,4.594115257E0
1.801956261E2,1.307576299E0,-9.804892540E-1,4.995220184E0
1.802034997E2,1.400421739E0,-1.248251677E0,4.669384003E0
1.802164391E2,1.049825907E0,-1.506508112E0,3.210020065E0
1.802243127E2,6.577131748E-1,-1.520768166E0,2.189789772E0
1.802322472E2,1.523095369E-1,-1.526255608E0,1.307584763E0
1.802401208E2,-1.079553366E-1,-1.568383932E0,5.022859573E-1
1.802530602E2,-6.490814686E-1,-1.564346790E0,-3.409204483E-1
1.802609338E2,-8.172829151E-1,-1.555869102E0,-2.939424515E-1
1.802688683E2,-9.088655710E-1,-1.522581100E0,-4.178905487E-1
1.802767419E2,-9.487612247E-1,-1.488080025E0,-8.402070999E-1
1.802896508E2,-9.310121536E-1,-1.288500547E0,-9.137125015E-1
1.802975243E2,-8.498469591E-1,-1.026438236E0,-2.183370590E-1
1.803054589E2,-8.669847250E-1,-8.984351158E-1,7.206144333E-1
1.803133630E2,-8.299182653E-1,-7.772665024E-1,1.441445351E0
1.803183068E2,-8.136365414E-1,-7.132205963E-1,1.578773499E0
1.803262719E2,-9.740480781E-1,-6.988554001E-1,1.818193436E0
1.803341454E2,-1.048750639E0,-6.199250221E-1,1.896562576E0
1.803420800E2,-1.160358071E0,-6.075396538E-1,1.316024780E0
1.803499535E2,-1.174407005E0,-7.248082161E-1,3.955230713E-1
1.803578271E2,-1.031903267E0,-8.959436417E-1,-8.933873177E-1
1.803657616E2,-8.983912468E-1,-1.087448120E0,-2.213479042E0
1.803736352E2,-7.084264755E-1,-1.252496481E0,-2.853624821E0
1.803816308E2,-5.865397453E-1,-1.345408201E0,-2.897305965E0
1.803895043E2,-5.090215206E-1,-1.307989359E0,-2.909664631E0
1.803973779E2,-5.014140606E-1,-1.359708548E0,-2.955206871E0
1.804052819E2,-3.858439922E-1,-1.367826700E0,-3.040530682E0
1.804131554E2,-3.222465515E-1,-1.383006811E0,-3.112893581E0
1.804212121E2,-2.943311930E-1,-1.399909258E0,-3.258728027E0
1.804290856E2,-2.750276327E-1,-1.337816477E0,-3.447546005E0
1.804369592E2,-3.735127449E-1,-1.128166199E0,-3.195678234E0
1.804448937E2,-5.024467707E-1,-9.294419289E-1,-2.581532001E0
1.804527673E2,-5.491462946E-1,-5.845022202E-1,-1.971866608E0
1.804607018E2,-8.551564217E-1,-1.818189621E-1,-1.457723618E0
1.804686059E2,-1.130902529E0,1.160354614E-1,-1.622237682E0
1.804764794E2,-1.282589197E0,2.049837112E-1,-1.708480835E0
1.804844140E2,-1.293603659E0,1.698465347E-1,-1.598490238E0
1.804922875E2,-1.092787743E0,1.405167580E-1,-1.172753811E0
1.805002831E2,-8.583531380E-1,5.321455002E-2,-5.958938599E-2
1.805081261E2,-7.038806677E-1,-7.718133926E-2,5.838441849E-1
1.805161523E2,-5.140738487E-1,-1.708731651E-1,3.648490906E-1
1.805240868E2,-5.500750542E-1,-2.510161400E-1,-3.160858154E-2
1.805319604E2,-6.804369688E-1,-2.054004669E-1,-5.955653191E-1
1.805448388E2,-8.690557480E-1,1.041717529E-1,-1.063644409E0
1.805527123E2,-8.738918304E-1,2.808914185E-1,-1.121186733E0
1.805606774E2,-8.809279203E-1,3.344187737E-1,-7.835669518E-1
1.805685510E2,-7.713818550E-1,3.293395042E-1,-4.054780006E-1
1.805765771E2,-6.501537561E-1,3.083014488E-1,1.353387833E-1
1.805844506E2,-7.102466822E-1,3.272972107E-1,7.174720764E-1
1.805923852E2,-6.272598505E-1,4.113788605E-1,1.283622742E0
1.806003198E2,-7.404224873E-1,4.561262131E-1,2.051840782E0
1.806081933E2,-7.999529839E-1,4.223098755E-1,2.611294746E0
1.806161584E2,-7.954571247E-1,4.777517319E-1,3.297072411E0
1.806240929E2,-7.697840929E-1,6.559872627E-1,4.134554863E0
1.806319665E2,-8.501985073E-1,9.706358910E-1,4.160426140E0
1.806399316E2,-1.286528587E0,1.551296711E0,3.452889442E0
1.806478051E2,-2.047762632E0,2.344921589E0,2.332159996E0
1.806558312E2,-2.784145832E0,3.327104092E0,1.100102425E0
1.806637048E2,-3.482197762E0,4.263546467E0,2.414751053E-1
1.806715783E2,-4.048793316E0,5.009482861E0,-3.709459305E-1
1.806795129E2,-4.162146091E0,4.783792496E0,-7.307262421E-1
1.806873864E2,-2.929313421E0,3.771021843E0,3.467988968E-1
1.806954125E2,-1.136864543E0,2.150890350E0,2.240385056E0
1.807033166E2,6.242457628E-1,5.291600227E-1,4.123447418E0
1.807112511E2,1.911090136E0,-8.478965759E-1,4.740283966E0
1.807191857E2,2.479051113E0,-2.010119677E0,4.938971519E0
1.807270593E2,3.261903763E0,-2.825536728E0,5.332467079E0
1.807349938E2,3.475658417E0,-3.422622681E0,4.254817963E0
1.807428674E2,3.149163723E0,-3.724009037E0,2.230422974E0
1.807557763E2,2.326355219E0,-3.646574497E0,1.199874878E-1
1.807636803E2,1.841077328E0,-3.296572208E0,-7.102990150E-1
1.807765893E2,9.487369061E-1,-2.771903038E0,-1.598046780E0
1.807844933E2,6.815212965E-1,-2.426119328E0,-2.098149776E0
1.807924584E2,3.950604200E-1,-2.125840902E0,-2.731294155E0
1.808003320E2,-2.757477760E-2,-1.824373722E0,-2.570396423E0
1.808083276E2,-4.132754803E-1,-1.568194151E0,-1.988782883E0
1.808162316E2,-5.484247208E-1,-1.373939037E0,-1.325147629E0
1.808241052E2,-4.485396147E-1,-1.206911087E0,-5.969071388E-1
1.808320397E2,-3.850327730E-1,-1.101263523E0,-2.420425415E-2
1.808399133E2,-3.142260313E-1,-1.062537193E0,5.705604553E-1
1.808479089E2,-2.657120228E-1,-1.084845543E0,9.974699020E-1
1.808557824E2,-1.979132891E-1,-1.105300426E0,1.261770248E0
1.808636559E2,-2.058545351E-1,-1.066514492E0,1.548233032E0
1.808716210E2,-2.957458496E-1,-9.850311279E-1,1.897756577E0
1.808795251E2,-3.614623547E-1,-8.463349342E-1,2.195132256E0
1.808875512E2,-6.425217390E-1,-6.892271042E-1,1.116512299E0
1.808954552E2,-1.138045549E0,-6.314277649E-1,-3.398051262E-1
1.809033288E2,-1.529319406E0,-5.536890030E-1,-1.333351612E0
1.809112939E2,-1.781732917E0,-4.785108566E-1,-1.931328297E0
1.809191674E2,-2.001773119E0,-4.933624268E-1,-2.338177204E0
1.809271020E2,-2.191862583E0,-4.850192070E-1,-2.386190414E0
1.809349755E2,-2.205063343E0,-5.377607346E-1,-2.704411983E0
1.809428490E2,-2.086008072E0,-6.533894539E-1,-3.122375488E0
1.809507836E2,-1.706527472E0,-7.700891495E-1,-3.523746014E0
1.809586572E2,-1.371402025E0,-9.123797417E-1,-3.670582771E0
1.809666833E2,-9.670553207E-1,-1.050729752E0,-3.805420876E0
1.809745568E2,-6.189539433E-1,-1.146844387E0,-3.987912655E0
1.809824914E2,-2.728388309E-1,-1.371540785E0,-3.641359329E0
1.809904260E2,4.387366772E-2,-1.543400764E0,-2.669919491E0
1.809982995E2,5.959030390E-1,-1.524202347E0,-1.728488922E0
1.810062951E2,8.849586248E-1,-1.399216890E0,-1.596129417E0
1.810141991E2,7.703045607E-1,-1.257512808E0,-1.393496513E0
1.810221032E2,7.814666033E-1,-1.028147221E0,-9.075446129E-1
1.810300683E2,6.760176420E-1,-7.158346176E-1,-4.494495392E-1
1.810379418E2,5.936775208E-1,-4.773049355E-1,-4.017992020E-1
1.810507592E2,5.556472540E-1,-1.612267494E-1,-3.209438324E-1
1.810586327E2,5.917402506E-1,-3.316640854E-2,-4.931015968E-1
1.810665673E2,5.455905199E-1,1.043243408E-1,-7.104949951E-1
1.810744408E2,4.747903347E-1,2.453203201E-1,-7.129316330E-1
1.810872887E2,2.572333813E-1,6.550107002E-1,-1.624784470E-1
1.810951623E2,-7.590055466E-3,8.314685822E-1,3.783817291E-1
1.811030969E2,-1.381294727E-1,9.662494659E-1,9.503107071E-1
1.811109704E2,-1.497865915E-1,1.027760983E0,1.525153160E0
1.811238183E2,-3.906469345E-1,1.129539013E0,2.055994987E0
1.811316918E2,-6.471196413E-1,1.293670177E0,2.232217789E0
1.811396264E2,-6.917624474E-1,1.338755131E0,2.568887711E0
1.811474999E2,-6.471706629E-1,1.267742634E0,2.456145287E0
1.811553735E2,-5.505825281E-1,1.153734207E0,2.066339493E0
1.811632470E2,-5.213193893E-1,9.988126755E-1,1.858319283E0
1.811711511E2,-4.051194191E-1,9.074406624E-1,1.498147964E0
1.811791161E2,-3.391960859E-1,9.698281288E-1,1.365654945E0
1.811870202E2,-3.165701628E-1,1.079422474E0,1.144102097E0
1.811950768E2,-4.415208101E-1,1.303488255E0,1.109320641E0
1.812029809E2,-7.510474920E-1,1.573033810E0,1.259216309E0
1.812108544E2,-9.069851637E-1,1.783763885E0,2.046004295E0
1.812187890E2,-9.657625556E-1,1.694687843E0,2.864744186E0
1.812266930E2,-7.190876007E-1,1.191689491E0,3.204110146E0
1.812347192E2,-6.688249111E-2,3.534274101E-1,3.594121933E0
1.812425927E2,9.867872000E-1,-5.665946007E-1,4.317007065E0
1.812504662E2,1.950490117E0,-1.487695456E0,4.740814209E0
1.812584313E2,2.532818794E0,-2.315534353E0,4.663662910E0
1.812663049E2,2.854323626E0,-2.872574568E0,4.208661079E0
1.812743005E2,2.686380863E0,-3.235297680E0,3.392176628E0
1.812821740E2,2.183641434E0,-3.368804216E0,2.105856895E0
1.812950829E2,1.027972937E0,-3.243991852E0,-3.764166832E-1
1.813029565E2,4.965327978E-1,-3.071571827E0,-9.275774956E-1
1.813158349E2,1.933811903E-1,-2.860390902E0,-1.068081856E0
1.813237084E2,1.366193295E-1,-2.846559286E0,-1.261019707E0
1.813316735E2,1.152443886E-1,-2.738040924E0,-1.765895367E0
1.813395470E2,4.073357582E-2,-2.450967550E0,-1.841995716E0
1.813524255E2,-4.504934549E-1,-1.666818619E0,-3.760552406E-1
1.813653649E2,-1.179222584E0,-8.879647255E-1,9.264574051E-1
1.813732385E2,-1.569208622E0,-4.969520569E-1,1.235158920E0
1.813812035E2,-2.018176794E0,-1.800704002E-1,1.316557884E0
1.813890771E2,-2.184114218E0,4.058456421E-2,1.254361153E0
1.813969506E2,-2.089104176E0,9.627866745E-2,1.262827873E0
1.814048852E2,-1.875266671E0,-2.394723892E-2,1.458880424E0
1.814128198E2,-1.492316961E0,-1.531672478E-1,4.330196381E-1
1.814208154E2,-1.179224968E0,-4.155645370E-1,-9.467968941E-1
1.814286584E2,-8.635733128E-1,-6.705398560E-1,-2.072227001E0
1.814415978E2,-4.189989567E-1,-9.038329124E-1,-2.682681084E0
1.814494714E2,-4.224232435E-1,-1.025360584E0,-2.441040993E0
1.814623193E2,-1.792551279E-1,-1.131255865E0,-2.176908493E0
1.814701928E2,-1.343581676E-1,-1.186683416E0,-2.163571358E0
1.814781579E2,-1.756374836E-1,-1.182724237E0,-2.104827404E0
1.814860314E2,-4.129626751E-1,-1.097212315E0,-2.010718346E0
1.814940270E2,-6.850874424E-1,-9.966540337E-1,-1.960187912E0
1.815019006E2,-8.514838219E-1,-8.875055313E-1,-2.034272194E0
1.815148095E2,-1.155591965E0,-6.351284981E-1,-1.702683449E0
1.815234765E2,-1.377776146E0,-5.101385117E-1,-1.665271759E0
1.815307397E2,-1.565471649E0,-3.758964539E-1,-1.852350235E0
1.815386132E2,-1.579370260E0,-2.703661919E-1,-2.004096508E0
1.815464867E2,-1.512574315E0,-1.415057182E-1,-1.925657272E0
1.815544213E2,-1.412182093E0,-2.732515335E-2,-1.718574047E0
1.815622948E2,-1.261939645E0,7.691001892E-2,-1.431801319E0
